"clinicId", "clinicName"
12429, Gulf Coast Internal Medicine
12434, Fearmonti Plastic Surgery
12435, Sartell Pediatrics
12437, Vital Life Wellness Center & Spa
12439, Roger A Pompeo MD
12441, Alpine Orthopaedic and Spine, P.C.
12443, Soledad O Lee MD
12448, CRAIG SHOUSE, DPM, PC
12450, LECOM Englewood Family Practice
12454, Suresh K. Sachdeva, M.D.
12456, Dr. Warner Bruner MD
12457, Texas Institute of Dermatology
12458, Frederick C Hayek MD
12459, HEALTHY BRAIN NEUROLOGY
12460, Georgia Goldfarb, MD
12462, St. George Kidney Care, LLC
12463, Elmer H Lommler MD
12464, Advanced Heart Care
12466, Hanna Dgheim MD
12469, Raul D. Isern Jr., M.D., P.A.
12470, Center Grove Foot & Ankle Care- Dr. Mark Runkle
12471, Stuart B Kipper MD
12474, South Atlanta Integrative Medicine
12476, Sports and Family Medicine of Boerne
12477, Su Clinica Medical Group
12478, Miller Vein
12483, Colonial OB-GYN
12484, Gwenervere L Flagg, MD
12487, Southern Arizona Ophthalmology
12490, Medicor Partners
12492, The Women's Center
12495, The Expressway Clinic & FastER Care
12504, David M. Frisch, M.D.
12506, Quality Care Internists, LLC
12507, The Allergy Center
12510, Hayden Family Medical Center
12515, Complete Care Health Centers
12521, HJA
12523, Buffalo OB/GYN
12524, Daniel S. Forrer D.O., P.A
12529, OrthoNC
12531, Gregory J. Cuozzo, MD
12532, Mae Obermeyer, MD
12539, Delta Health Clinics
12543, Marcus Parker, MD
12544, FEMM Health Center
12546, Southwestern Cardiac Arrhythmia Institute
12549, Henry Mayo Newhall Urgent Care Center
12550, Alonso Med & Wellness Ctr
12555, 
12556, Cornerstone Charitable Clinic
12557, Neurology Children's Specialty Clinic
12560, Augusta Foot & Ankle
12563, LCS Healthcare Group
12565, Premier Sleep Associates.
12569, Snake River Community Clinic
12572, Neurology and Pain Consultants
12573, Elite Care Family Medicine
12574, ATLAS Medical Services
12576, Midwest Orthopaedics at Rush
12577, Surgical Care PC
12578, Gibbs Family Practice
12580, Columbus Cardiology Associates
12582, Joan Y Lyn DO
12583, Eastside Neurology Inc
12585, Sheldon T Warman, MD, PA
12587, Dr. Carlos Cruz
12590, Livia A Delgado MD
12591, Ally Healthcare
12595, Columbus Shoulder Surgery & Sports Medicine
12598, Humbard Family Clinic
12600, Samaritan Health Ministries
12602, Erika Hegland, DO
12603, Mid America Sleep Service
12604, Bridgeway Rehabilitation Services
12607, Dr.'s Choice Physical Therapy
12608, Physicians Care of Starke & Keystone
12610, New Haven Neurosurgical Associates
12611, DBHMD Medicine, P.A.
12612, Fremont Family Medicine PC
12615, Stoney Mesa Family Practice
12616, Amity Medical Group, Inc.
12618, Gary W. Muller M.D.
12621, George N. Chidi, MD PA
12622, New York Dermatology & Mohs Surgery Group, PLLC
12623, Sound Beach Pediatrics
12624, Sacred Heart Pediatrics
12625, Mahesh Mathews, MD
12626, Adam Milik MD
12631, Dr. David Matthews
12635, Thomasville Internal Medicine, LLC
12636, Regis Kwo MD
12638, Monahan, Kevin
12639, AVICENNA MEDICAL CLINIC
12640, 
12641, SDM-1 Stop Primary and Urgent Care
12642, Achilles Health Care Services
12645, Foot and Ankle Care of South Jersey
12646, Adeeb Thomas
12647, Kingdom Natural Medicine
12649, David L Samani MD
12650, Juan Martin MD, PLLC
12656, Iraan General Clinic
12660, Zito / Goldstein
12662, Patricia Lopez Po, MD
12663, Dr. David Zekser
12664, Dream Sleep Testing
12677, Advanced Family & Urgent Care
12678, Michael Goodman, MD
12680, Texas Urology Group, PA
12684, Education Plus Health
12685, John A Walsh, MD
12686, Huebner Family Medicine
12691, Ergomedica
12693, Altamonte Family Practice
12694, Open Health Care Clinic
12695, Dr. Richard Handelsman
12696, Women's CenterforIntegrative Health
12697, Eastern Urological Associates
12702, Chand Rohatgi MD
12703, 
12704, Volunteer Healthcare Clinic
12705, Christ Clinic
12706, Olga Joukovski, MD, PA
12707, Restore Health Clinic
12708, STUART L. SILVERMAN, M.D., A MEDICAL CORPORATION
12709, George E. Weems Clinics
12711, Texas Neurosurgical Spine
12713, Dr. Barry Smith
12715, Cornerstone Family Health And Associates
12717, Hale County Hospital Authority
12718, Samia Kozman MD
12719, Regenerative Medical Group
12721, Nourish Wellness Family Medicine
12722, The Rosa Health Center
12725, Deborah Mistal DO PC
12726, Denali Family HealthCare, LLC
12727, 
12728, Glenda Petrie, NP
12732, One Stop Family Clinic
12733, Arlington/Mansfield Foot & Ankle Centers
12735, The Milan Medical Clinic
12736, Columbus Surgical Specialists, LLC
12737, DR. LEY'S OFFICE
12739, Virginia Gastroenterology Institute
12743, Coastal Kids Pediatrics
12744, Patrick A Krzyzewski DPM
12746, Southeastern Surgery Inc.
12747, Mark Wasserman, MD
12749, Prospect Behavioral Pediatrics and Psychiatry, PLL
12750, Totoe Medical Group
12751, Marianne Baskin CMSW
12752, Ascentist Healthcare
12754, Pikes Peak Internal Medicine
12755, Wee Care Pediatrics
12756, Amory Surgery Clinic
12759, Total Wellness Medical Care
12760, Infectious Disease Specialists of CT
12762, Spencer Phillips, MD
12771, Ruetzel Gynecology & Obstetrics
12772, Dr. Peter Zeale
12774, JOHN EDWARD KELLY, M.D., P.A.
12775, Pace Healthcare, LLC
12777, The Diabetes and Endocrinology Center of Pensacola
12781, Surya Health Care
12783, Melvin A Martinez-Castrillon
12786, Patricia A. McCalley, CNM, LLC
12787, Behm Family Practice, LLC
12795, KATHY L ADAMS-BERRY, MD
12798, Dr. Timothy Real
12799, Paoli Dermatology and Plastic Surgery Group
12800, The Eye Doctor
12801, Miriam Lara MD PA
12802, SIERRA FOOT & ANKLE
12803, Saint Paul Family Medical Ctr
12804, Innovative Women's Health Specialis
12807, Maria Medical Center
12808, Lehigh Physician Management LLC
12809, Oculofacial Aesthetics
12810, Excelcare Alliance, LLC
12811, Northside Health Center
12812, Desiree Reyes DPM
12813, John Krehlik MD Alaska Sleep Doctor
12814, Bellingham Health
12815, HP2 THE OFFICE OF DR. JAMES JOHNSON AND DR. ARIANA ZASTROW
12816, Arthritis Consultants P.C.
12818, Village Crossing Womens Health
12820, Sawsan A Talib MD
12822, Central North Alabama Health Services, Inc.
12824, San Diego Integrative Medicine
12826, Harding Pediatrics
12828, Florida Pain & Spine Solutions
12832, Southern Indiana ENT, LLC
12836, Communicator Operations
12838, Northwest Ear Institute, P.C.
12840, Advanced ENT & Allergy PC
12844, Harbor Family Medicine, PA
12845, Sills Family Medicine
12847, Healthy Babies, Happy Moms Inc
12848, Highland Urgent Care & Family Medic
12849, Linda B. St. Martin D.P.M
12850, Northeastern Rural Health Clinics
12853, Delora A. Denney MD
12854, Pallavi V Rawtani MD
12855, Mark Stevens
12857, Advanced Internal Medicine of South Jersey
12858, Greenway Family Medical Practice
12859, Access Healthcare Associates
12860, Essential Footcare, PC
12861, Birmingham Pain Center
12862, Lakeside Endocrine Associates
12864, Dr. Shelli Ridge
12865, Valley Colon and Rectal Center
12867, Carl L St. Martin MD
12869, Austin Foot and Ankle Center
12870, 
12871, Cabarrus Rowan Community Health Center
12879, Dr. Desire / Dr. Djafari
12880, Ashburn Lung Specialist, PC
12881, MDVIP Dr. Calvert Dodson's
12882, East Valley Joint Clinic
12884, Shelby Pediatrics LLC
12888, Carbon Medical Service
12891, 
12892, Women's Health PC
12893, Fairview Medical Group
12896, Roanoke Valley Health Services
12897, Reza Saffari, M.D., P.A.
12899, Gulfstream Urology
12900, River City Medical and Arthritis Center
12904, South Royalton Health Center
12905, Elite Medical Clinic
12907, Pro Sports and Elite Rehab
12909, Permian Digestive Disease Center
12911, Access Medical Care Monroe County
12914, Mark Nelson, MD
12915, Sunshine Medical Center
12916, Stephen Nitz MD
12917, Blue Ridge Urogynecology
12919, Agnar Health Solutions, INC
12920, Robin's Nest Midwifery, PLLC
12922, GRMC Multi-Specialty Clinic Network
12923, Acadiana Pediatric Gastroenterology
12924, Premier Urgent Care
12926, Dr.Shah Viren
12928, West Mountain Healthcare
12933, Dr. Michelle Snyder
12934, Foot Health Center
12936, Oklahoma Shoulder Center
12938, Jacobs and van Cleeff Internal Medicine
12941, Family Practice
12945, Advanced Foot Care
12946, Clay-Battelle Health Services Association
12947, Dr. Conrado Boja
12948, Midwest Foot & Ankle Clinics
12950, Child Health America
12951, Michigan Spine Institute
12952, Pediatric Medical World
12953, OxyOasis
12960, PA Foot & Ankle Associates
12966, Prime MD
12968, Sigma Pain Clinic
12969, ASPEN CENTER FOR WOMEN'S HEALTH-MAIN
12970, John J Green DO
12972, Adelpha Psychiatric Group
12975, The Family Doctor LLC
12976, Sound Pediatrics
12979, TNT Kids Fitness
12982, Connecticut Neurosurgery & SPine
12984, Dallas Healthcare For Children
12985, Joshuason Rehabilation and Pain Man
12986, Kidney & Hypertension Institute of
12987, Raypha Urgent Care & Clinics
12989, Choice Medical Care
12990, Barton Family Health Clinic
12991, CHICAGO MEDICAL CENTER, LIMITED
12992, Valley Medical Arts Clinic
12994, Williamsburg Podiatry
12995, D'Mitri Starks MD
12996, Salud For Women & Family
12998, Broward Plastic Surgery
12999, A Plus Family Urgent Care
13000, Fit Feet For Life
